id,id_cl,label,given_original_label,mturk_given,mturk_guessed,mturk_neutral,mturk_off_topic
215792,test/pos/3292_7,1,Positive,1,1,3,0
221488,test/pos/8988_7,1,Positive,1,2,2,0
219385,test/pos/6885_7,1,Positive,4,0,1,0
211385,test/neg/11385_4,0,Negative,1,2,2,0
206483,test/neg/6483_4,0,Negative,4,1,0,0
222185,test/pos/9685_10,1,Positive,4,1,0,0
208233,test/neg/8233_2,0,Negative,3,1,1,0
200983,test/neg/983_4,0,Negative,4,0,1,0
224156,test/pos/11656_8,1,Positive,0,0,4,1
218689,test/pos/6189_7,1,Positive,3,1,1,0
207056,test/neg/7056_4,0,Negative,0,3,1,1
201750,test/neg/1750_4,0,Negative,4,0,1,0
218628,test/pos/6128_10,1,Positive,5,0,0,0
218702,test/pos/6202_7,1,Positive,0,2,2,1
206822,test/neg/6822_1,0,Negative,1,0,0,4
216195,test/pos/3695_7,1,Positive,3,0,1,1
222095,test/pos/9595_10,1,Positive,3,0,1,1
213322,test/pos/822_10,1,Positive,4,0,1,0
207452,test/neg/7452_1,0,Negative,0,1,4,0
224562,test/pos/12062_10,1,Positive,3,0,0,2
206850,test/neg/6850_2,0,Negative,5,0,0,0
213603,test/pos/1103_10,1,Positive,2,0,2,1
215597,test/pos/3097_9,1,Positive,2,1,2,0
216868,test/pos/4368_10,1,Positive,2,0,3,0
218105,test/pos/5605_10,1,Positive,4,0,1,0
222193,test/pos/9693_7,1,Positive,0,3,2,0
209437,test/neg/9437_3,0,Negative,1,2,2,0
203720,test/neg/3720_4,0,Negative,2,0,3,0
217073,test/pos/4573_10,1,Positive,5,0,0,0
205828,test/neg/5828_4,0,Negative,1,1,3,0
202871,test/neg/2871_2,0,Negative,2,0,3,0
212279,test/neg/12279_4,0,Negative,4,0,1,0
223139,test/pos/10639_10,1,Positive,0,0,1,4
224382,test/pos/11882_10,1,Positive,0,3,2,0
200935,test/neg/935_4,0,Negative,4,0,1,0
213832,test/pos/1332_7,1,Positive,3,0,2,0
213032,test/pos/532_8,1,Positive,2,2,1,0
223050,test/pos/10550_8,1,Positive,1,0,4,0
224414,test/pos/11914_7,1,Positive,3,0,2,0
224533,test/pos/12033_7,1,Positive,3,0,2,0
217720,test/pos/5220_10,1,Positive,2,1,2,0
223910,test/pos/11410_7,1,Positive,3,2,0,0
218352,test/pos/5852_7,1,Positive,3,0,2,0
223785,test/pos/11285_8,1,Positive,1,0,4,0
219010,test/pos/6510_7,1,Positive,2,0,3,0
205335,test/neg/5335_4,0,Negative,1,2,2,0
209447,test/neg/9447_4,0,Negative,0,4,1,0
224856,test/pos/12356_10,1,Positive,2,0,3,0
222858,test/pos/10358_7,1,Positive,2,0,3,0
224493,test/pos/11993_10,1,Positive,1,0,4,0
210158,test/neg/10158_2,0,Negative,0,5,0,0
219393,test/pos/6893_7,1,Positive,4,0,1,0
219712,test/pos/7212_9,1,Positive,4,0,1,0
223442,test/pos/10942_7,1,Positive,1,0,4,0
218025,test/pos/5525_7,1,Positive,2,1,2,0
222135,test/pos/9635_8,1,Positive,4,0,1,0
208510,test/neg/8510_4,0,Negative,4,0,1,0
208462,test/neg/8462_4,0,Negative,1,1,3,0
223922,test/pos/11422_7,1,Positive,2,0,3,0
214117,test/pos/1617_7,1,Positive,5,0,0,0
218039,test/pos/5539_7,1,Positive,3,1,1,0
216567,test/pos/4067_8,1,Positive,3,0,2,0
202869,test/neg/2869_3,0,Negative,1,2,2,0
207443,test/neg/7443_1,0,Negative,0,0,5,0
214816,test/pos/2316_8,1,Positive,5,0,0,0
213868,test/pos/1368_8,1,Positive,4,0,1,0
219463,test/pos/6963_8,1,Positive,3,1,1,0
218747,test/pos/6247_10,1,Positive,2,0,1,2
217356,test/pos/4856_8,1,Positive,0,1,1,3
221661,test/pos/9161_7,1,Positive,3,0,2,0
207637,test/neg/7637_4,0,Negative,5,0,0,0
214277,test/pos/1777_10,1,Positive,0,2,3,0
205942,test/neg/5942_4,0,Negative,1,1,3,0
201596,test/neg/1596_3,0,Negative,2,2,0,1
218775,test/pos/6275_9,1,Positive,4,0,1,0
219230,test/pos/6730_7,1,Positive,1,2,2,0
207248,test/neg/7248_3,0,Negative,0,4,1,0
208211,test/neg/8211_3,0,Negative,0,3,2,0
216843,test/pos/4343_10,1,Positive,5,0,0,0
200464,test/neg/464_4,0,Negative,1,2,2,0
216720,test/pos/4220_8,1,Positive,1,1,3,0
217776,test/pos/5276_8,1,Positive,3,0,2,0
217294,test/pos/4794_9,1,Positive,1,0,3,1
204855,test/neg/4855_2,0,Negative,5,0,0,0
206551,test/neg/6551_4,0,Negative,1,1,2,1
203671,test/neg/3671_4,0,Negative,5,0,0,0
220705,test/pos/8205_10,1,Positive,2,0,3,0
205201,test/neg/5201_3,0,Negative,2,1,0,2
206771,test/neg/6771_4,0,Negative,5,0,0,0
214914,test/pos/2414_7,1,Positive,4,1,0,0
223416,test/pos/10916_7,1,Positive,3,0,2,0
214008,test/pos/1508_7,1,Positive,1,0,4,0
208591,test/neg/8591_4,0,Negative,0,1,4,0
207516,test/neg/7516_4,0,Negative,2,2,0,1
202356,test/neg/2356_4,0,Negative,3,0,2,0
200672,test/neg/672_4,0,Negative,0,2,3,0
212895,test/pos/395_8,1,Positive,4,0,1,0
204635,test/neg/4635_4,0,Negative,3,0,2,0
222289,test/pos/9789_10,1,Positive,5,0,0,0
202694,test/neg/2694_2,0,Negative,5,0,0,0
214377,test/pos/1877_7,1,Positive,5,0,0,0
214830,test/pos/2330_10,1,Positive,5,0,0,0
222253,test/pos/9753_8,1,Positive,3,0,2,0
210683,test/neg/10683_4,0,Negative,3,1,1,0
207886,test/neg/7886_3,0,Negative,3,0,2,0
216374,test/pos/3874_7,1,Positive,2,0,3,0
215319,test/pos/2819_7,1,Positive,3,1,1,0
224696,test/pos/12196_7,1,Positive,0,1,4,0
200564,test/neg/564_4,0,Negative,0,0,3,2
201450,test/neg/1450_3,0,Negative,0,0,5,0
212493,test/neg/12493_4,0,Negative,5,0,0,0
210783,test/neg/10783_4,0,Negative,1,0,3,1
200534,test/neg/534_4,0,Negative,0,2,3,0
223033,test/pos/10533_10,1,Positive,2,2,0,1
224470,test/pos/11970_10,1,Positive,5,0,0,0
217673,test/pos/5173_10,1,Positive,4,0,0,1
206768,test/neg/6768_4,0,Negative,2,1,2,0
208870,test/neg/8870_4,0,Negative,1,0,4,0
200488,test/neg/488_4,0,Negative,5,0,0,0
213873,test/pos/1373_10,1,Positive,2,0,3,0
215173,test/pos/2673_9,1,Positive,4,1,0,0
217153,test/pos/4653_10,1,Positive,0,0,0,5
204485,test/neg/4485_4,0,Negative,0,3,2,0
214608,test/pos/2108_8,1,Positive,4,1,0,0
208978,test/neg/8978_4,0,Negative,0,0,5,0
213233,test/pos/733_7,1,Positive,4,0,1,0
209086,test/neg/9086_3,0,Negative,4,0,1,0
201097,test/neg/1097_3,0,Negative,1,0,4,0
208246,test/neg/8246_2,0,Negative,4,0,1,0
205123,test/neg/5123_4,0,Negative,2,0,3,0
222377,test/pos/9877_8,1,Positive,2,1,2,0
211724,test/neg/11724_4,0,Negative,1,2,2,0
212278,test/neg/12278_3,0,Negative,1,0,3,1
202875,test/neg/2875_2,0,Negative,5,0,0,0
209819,test/neg/9819_4,0,Negative,5,0,0,0
224296,test/pos/11796_10,1,Positive,5,0,0,0
223043,test/pos/10543_7,1,Positive,5,0,0,0
208664,test/neg/8664_4,0,Negative,2,1,2,0
224365,test/pos/11865_7,1,Positive,5,0,0,0
221031,test/pos/8531_10,1,Positive,5,0,0,0
224680,test/pos/12180_7,1,Positive,3,0,1,1
213876,test/pos/1376_8,1,Positive,3,0,2,0
220894,test/pos/8394_9,1,Positive,3,1,1,0
216693,test/pos/4193_7,1,Positive,3,1,1,0
218122,test/pos/5622_8,1,Positive,4,1,0,0
202748,test/neg/2748_3,0,Negative,1,0,4,0
215371,test/pos/2871_8,1,Positive,4,1,0,0
204582,test/neg/4582_1,0,Negative,1,1,1,2
203461,test/neg/3461_4,0,Negative,0,2,3,0
223580,test/pos/11080_10,1,Positive,1,0,0,4
202911,test/neg/2911_4,0,Negative,2,0,3,0
223992,test/pos/11492_10,1,Positive,4,0,1,0
216914,test/pos/4414_7,1,Positive,2,1,2,0
208115,test/neg/8115_3,0,Negative,5,0,0,0
224134,test/pos/11634_10,1,Positive,5,0,0,0
221436,test/pos/8936_7,1,Positive,5,0,0,0
214196,test/pos/1696_10,1,Positive,3,0,0,2
213550,test/pos/1050_9,1,Positive,5,0,0,0
205248,test/neg/5248_1,0,Negative,1,1,3,0
202442,test/neg/2442_4,0,Negative,3,1,0,1
203005,test/neg/3005_1,0,Negative,5,0,0,0
213183,test/pos/683_7,1,Positive,1,1,1,2
219477,test/pos/6977_9,1,Positive,4,0,1,0
209638,test/neg/9638_3,0,Negative,5,0,0,0
221418,test/pos/8918_7,1,Positive,2,1,2,0
209121,test/neg/9121_3,0,Negative,4,0,1,0
223102,test/pos/10602_8,1,Positive,3,0,2,0
206272,test/neg/6272_1,0,Negative,3,1,1,0
212226,test/neg/12226_4,0,Negative,2,1,2,0
216100,test/pos/3600_8,1,Positive,4,0,0,1
219250,test/pos/6750_10,1,Positive,1,2,2,0
204848,test/neg/4848_3,0,Negative,4,0,1,0
202918,test/neg/2918_1,0,Negative,1,2,1,1
200013,test/neg/13_1,0,Negative,2,0,3,0
214669,test/pos/2169_7,1,Positive,5,0,0,0
211200,test/neg/11200_4,0,Negative,0,4,1,0
205491,test/neg/5491_4,0,Negative,0,4,1,0
221129,test/pos/8629_7,1,Positive,4,0,1,0
205197,test/neg/5197_4,0,Negative,2,0,3,0
200066,test/neg/66_3,0,Negative,0,2,3,0
221307,test/pos/8807_9,1,Positive,5,0,0,0
213075,test/pos/575_7,1,Positive,3,1,1,0
215016,test/pos/2516_10,1,Positive,5,0,0,0
203716,test/neg/3716_1,0,Negative,2,0,3,0
202440,test/neg/2440_4,0,Negative,3,2,0,0
222132,test/pos/9632_7,1,Positive,4,0,0,1
216199,test/pos/3699_9,1,Positive,5,0,0,0
217610,test/pos/5110_10,1,Positive,5,0,0,0
216052,test/pos/3552_7,1,Positive,4,0,1,0
205924,test/neg/5924_1,0,Negative,5,0,0,0
209497,test/neg/9497_3,0,Negative,4,1,0,0
224970,test/pos/12470_7,1,Positive,2,0,3,0
212296,test/neg/12296_3,0,Negative,2,0,3,0
221816,test/pos/9316_7,1,Positive,5,0,0,0
221125,test/pos/8625_9,1,Positive,0,0,0,5
206916,test/neg/6916_3,0,Negative,2,0,3,0
223792,test/pos/11292_10,1,Positive,4,0,0,1
221368,test/pos/8868_7,1,Positive,3,1,1,0
217902,test/pos/5402_7,1,Positive,5,0,0,0
205147,test/neg/5147_1,0,Negative,2,0,1,2
221524,test/pos/9024_8,1,Positive,4,0,1,0
212110,test/neg/12110_1,0,Negative,0,2,3,0
203646,test/neg/3646_1,0,Negative,0,3,1,1
200539,test/neg/539_3,0,Negative,5,0,0,0
209220,test/neg/9220_4,0,Negative,4,0,1,0
213759,test/pos/1259_10,1,Positive,4,1,0,0
200708,test/neg/708_3,0,Negative,5,0,0,0
220702,test/pos/8202_7,1,Positive,2,0,3,0
218041,test/pos/5541_7,1,Positive,2,0,3,0
202234,test/neg/2234_4,0,Negative,0,3,2,0
224280,test/pos/11780_8,1,Positive,4,0,1,0
216788,test/pos/4288_8,1,Positive,3,0,2,0
219243,test/pos/6743_8,1,Positive,2,0,3,0
218707,test/pos/6207_7,1,Positive,2,0,3,0
216137,test/pos/3637_10,1,Positive,0,0,4,1
207150,test/neg/7150_4,0,Negative,4,0,1,0
223857,test/pos/11357_7,1,Positive,5,0,0,0
221660,test/pos/9160_9,1,Positive,5,0,0,0
207698,test/neg/7698_4,0,Negative,1,1,3,0
212258,test/neg/12258_3,0,Negative,0,3,2,0
215756,test/pos/3256_10,1,Positive,5,0,0,0
210003,test/neg/10003_3,0,Negative,2,1,2,0
207578,test/neg/7578_2,0,Negative,2,1,2,0
213871,test/pos/1371_8,1,Positive,5,0,0,0
220197,test/pos/7697_7,1,Positive,4,0,1,0
223201,test/pos/10701_10,1,Positive,5,0,0,0
221465,test/pos/8965_8,1,Positive,2,1,2,0
220808,test/pos/8308_10,1,Positive,3,1,1,0
218880,test/pos/6380_9,1,Positive,5,0,0,0
207363,test/neg/7363_3,0,Negative,1,2,1,1
222448,test/pos/9948_7,1,Positive,4,0,1,0
205949,test/neg/5949_4,0,Negative,2,0,3,0
214241,test/pos/1741_10,1,Positive,4,0,0,1
211315,test/neg/11315_3,0,Negative,0,3,2,0
201693,test/neg/1693_4,0,Negative,1,0,4,0
224336,test/pos/11836_7,1,Positive,3,0,2,0
223335,test/pos/10835_9,1,Positive,0,0,1,4
214973,test/pos/2473_10,1,Positive,5,0,0,0
213972,test/pos/1472_10,1,Positive,2,0,3,0
215991,test/pos/3491_7,1,Positive,3,2,0,0
213913,test/pos/1413_9,1,Positive,4,0,0,1
200472,test/neg/472_4,0,Negative,5,0,0,0
215787,test/pos/3287_10,1,Positive,4,0,1,0
219260,test/pos/6760_7,1,Positive,5,0,0,0
202536,test/neg/2536_4,0,Negative,5,0,0,0
214822,test/pos/2322_7,1,Positive,5,0,0,0
205532,test/neg/5532_4,0,Negative,2,0,3,0
220743,test/pos/8243_7,1,Positive,1,2,2,0
202415,test/neg/2415_2,0,Negative,1,0,4,0
202661,test/neg/2661_4,0,Negative,4,0,1,0
210674,test/neg/10674_2,0,Negative,4,0,1,0
200256,test/neg/256_4,0,Negative,0,0,5,0
206734,test/neg/6734_2,0,Negative,1,1,0,3
224136,test/pos/11636_9,1,Positive,4,0,1,0
222326,test/pos/9826_8,1,Positive,3,0,2,0
202192,test/neg/2192_4,0,Negative,4,0,1,0
209182,test/neg/9182_3,0,Negative,5,0,0,0
213418,test/pos/918_10,1,Positive,5,0,0,0
219641,test/pos/7141_7,1,Positive,4,0,1,0
213195,test/pos/695_10,1,Positive,5,0,0,0
221316,test/pos/8816_8,1,Positive,3,1,1,0
214660,test/pos/2160_7,1,Positive,3,1,1,0
215253,test/pos/2753_9,1,Positive,3,0,0,2
203699,test/neg/3699_4,0,Negative,0,1,4,0
204806,test/neg/4806_4,0,Negative,2,1,2,0
200295,test/neg/295_1,0,Negative,2,1,0,2
215017,test/pos/2517_7,1,Positive,5,0,0,0
214374,test/pos/1874_9,1,Positive,5,0,0,0
218256,test/pos/5756_9,1,Positive,2,2,1,0
220806,test/pos/8306_7,1,Positive,4,0,1,0
214883,test/pos/2383_8,1,Positive,1,2,2,0
217688,test/pos/5188_7,1,Positive,5,0,0,0
214726,test/pos/2226_10,1,Positive,5,0,0,0
207882,test/neg/7882_3,0,Negative,4,0,1,0
223688,test/pos/11188_8,1,Positive,5,0,0,0
202646,test/neg/2646_3,0,Negative,2,0,3,0
201894,test/neg/1894_4,0,Negative,4,0,1,0
219722,test/pos/7222_7,1,Positive,5,0,0,0
217736,test/pos/5236_8,1,Positive,1,0,1,3
210782,test/neg/10782_2,0,Negative,2,0,3,0
219382,test/pos/6882_7,1,Positive,5,0,0,0
210206,test/neg/10206_4,0,Negative,5,0,0,0
223545,test/pos/11045_8,1,Positive,3,0,2,0
201361,test/neg/1361_3,0,Negative,2,0,3,0
220891,test/pos/8391_9,1,Positive,5,0,0,0
220015,test/pos/7515_9,1,Positive,5,0,0,0
220066,test/pos/7566_9,1,Positive,4,0,0,1
224933,test/pos/12433_8,1,Positive,4,1,0,0
216546,test/pos/4046_10,1,Positive,5,0,0,0
216410,test/pos/3910_9,1,Positive,4,0,1,0
211734,test/neg/11734_3,0,Negative,3,1,1,0
209611,test/neg/9611_1,0,Negative,3,0,0,2
221568,test/pos/9068_7,1,Positive,5,0,0,0
218614,test/pos/6114_10,1,Positive,4,0,1,0
216790,test/pos/4290_7,1,Positive,4,0,1,0
217763,test/pos/5263_9,1,Positive,4,1,0,0
221150,test/pos/8650_7,1,Positive,3,0,2,0
204359,test/neg/4359_1,0,Negative,1,0,4,0
224853,test/pos/12353_7,1,Positive,5,0,0,0
215265,test/pos/2765_9,1,Positive,5,0,0,0
221937,test/pos/9437_10,1,Positive,5,0,0,0
212990,test/pos/490_8,1,Positive,5,0,0,0
204400,test/neg/4400_4,0,Negative,5,0,0,0
222192,test/pos/9692_9,1,Positive,4,0,1,0
221726,test/pos/9226_10,1,Positive,5,0,0,0
216782,test/pos/4282_7,1,Positive,0,1,4,0
204697,test/neg/4697_3,0,Negative,1,0,4,0
200906,test/neg/906_4,0,Negative,4,0,1,0
203351,test/neg/3351_4,0,Negative,4,0,1,0
203620,test/neg/3620_4,0,Negative,2,0,2,1
201593,test/neg/1593_4,0,Negative,3,0,2,0
222895,test/pos/10395_10,1,Positive,4,1,0,0
210340,test/neg/10340_1,0,Negative,1,2,2,0
219072,test/pos/6572_9,1,Positive,5,0,0,0
206465,test/neg/6465_4,0,Negative,2,0,3,0
216504,test/pos/4004_7,1,Positive,1,0,2,2
222719,test/pos/10219_9,1,Positive,5,0,0,0
201148,test/neg/1148_4,0,Negative,4,0,1,0
214441,test/pos/1941_7,1,Positive,5,0,0,0
212377,test/neg/12377_1,0,Negative,2,2,1,0
211392,test/neg/11392_3,0,Negative,4,0,1,0
219720,test/pos/7220_8,1,Positive,3,1,1,0
203482,test/neg/3482_3,0,Negative,1,0,4,0
200081,test/neg/81_3,0,Negative,4,0,1,0
211763,test/neg/11763_1,0,Negative,1,2,2,0
218343,test/pos/5843_10,1,Positive,3,0,1,1
213467,test/pos/967_7,1,Positive,4,0,1,0
200832,test/neg/832_4,0,Negative,3,1,0,1
207557,test/neg/7557_4,0,Negative,4,0,1,0
221509,test/pos/9009_7,1,Positive,3,0,1,1
217262,test/pos/4762_8,1,Positive,4,0,1,0
203935,test/neg/3935_4,0,Negative,5,0,0,0
214389,test/pos/1889_8,1,Positive,5,0,0,0
220411,test/pos/7911_7,1,Positive,5,0,0,0
216691,test/pos/4191_10,1,Positive,5,0,0,0
213377,test/pos/877_10,1,Positive,3,0,1,1
212243,test/neg/12243_4,0,Negative,5,0,0,0
217344,test/pos/4844_7,1,Positive,5,0,0,0
205149,test/neg/5149_3,0,Negative,1,0,4,0
224130,test/pos/11630_7,1,Positive,4,0,1,0
202235,test/neg/2235_4,0,Negative,3,0,2,0
222948,test/pos/10448_7,1,Positive,3,0,2,0
215135,test/pos/2635_10,1,Positive,4,0,0,1
201790,test/neg/1790_2,0,Negative,2,0,3,0
222410,test/pos/9910_8,1,Positive,2,2,0,1
201671,test/neg/1671_2,0,Negative,5,0,0,0
205213,test/neg/5213_4,0,Negative,1,0,4,0
206342,test/neg/6342_3,0,Negative,3,0,2,0
217684,test/pos/5184_8,1,Positive,5,0,0,0
213835,test/pos/1335_7,1,Positive,5,0,0,0
223815,test/pos/11315_7,1,Positive,3,0,2,0
202324,test/neg/2324_2,0,Negative,3,0,1,1
213119,test/pos/619_10,1,Positive,5,0,0,0
224716,test/pos/12216_10,1,Positive,5,0,0,0
201532,test/neg/1532_4,0,Negative,5,0,0,0
203593,test/neg/3593_1,0,Negative,5,0,0,0
224741,test/pos/12241_8,1,Positive,4,0,1,0
222998,test/pos/10498_10,1,Positive,4,0,1,0
220582,test/pos/8082_7,1,Positive,4,0,1,0
214632,test/pos/2132_8,1,Positive,5,0,0,0
221905,test/pos/9405_7,1,Positive,3,0,2,0
216729,test/pos/4229_9,1,Positive,5,0,0,0
203305,test/neg/3305_4,0,Negative,3,0,2,0
211571,test/neg/11571_4,0,Negative,5,0,0,0
219332,test/pos/6832_7,1,Positive,5,0,0,0
211029,test/neg/11029_3,0,Negative,5,0,0,0
203409,test/neg/3409_4,0,Negative,3,0,2,0
218713,test/pos/6213_8,1,Positive,3,1,1,0
221030,test/pos/8530_10,1,Positive,4,1,0,0
222115,test/pos/9615_8,1,Positive,5,0,0,0
203271,test/neg/3271_4,0,Negative,4,0,1,0
209183,test/neg/9183_3,0,Negative,4,0,1,0
216412,test/pos/3912_9,1,Positive,5,0,0,0
221952,test/pos/9452_10,1,Positive,5,0,0,0
208854,test/neg/8854_3,0,Negative,5,0,0,0
218819,test/pos/6319_10,1,Positive,4,0,1,0
216038,test/pos/3538_8,1,Positive,3,1,1,0
211910,test/neg/11910_2,0,Negative,1,0,4,0
202732,test/neg/2732_4,0,Negative,3,0,2,0
202424,test/neg/2424_2,0,Negative,5,0,0,0
207035,test/neg/7035_2,0,Negative,3,0,1,1
222136,test/pos/9636_10,1,Positive,5,0,0,0
200355,test/neg/355_4,0,Negative,1,0,4,0
202882,test/neg/2882_3,0,Negative,4,0,1,0
201705,test/neg/1705_4,0,Negative,4,0,1,0
213893,test/pos/1393_8,1,Positive,4,0,0,1
208072,test/neg/8072_4,0,Negative,2,0,3,0
218825,test/pos/6325_9,1,Positive,2,0,2,1
221073,test/pos/8573_7,1,Positive,3,0,2,0
209634,test/neg/9634_4,0,Negative,1,1,3,0
206888,test/neg/6888_3,0,Negative,2,0,3,0
223706,test/pos/11206_9,1,Positive,2,1,2,0
218907,test/pos/6407_10,1,Positive,3,0,1,1
207979,test/neg/7979_3,0,Negative,3,0,2,0
217070,test/pos/4570_7,1,Positive,4,0,1,0
210285,test/neg/10285_1,0,Negative,3,0,0,2
215999,test/pos/3499_10,1,Positive,5,0,0,0
201008,test/neg/1008_2,0,Negative,5,0,0,0
218887,test/pos/6387_7,1,Positive,5,0,0,0
212363,test/neg/12363_4,0,Negative,1,0,4,0
213898,test/pos/1398_8,1,Positive,3,1,1,0
200441,test/neg/441_4,0,Negative,4,0,1,0
219503,test/pos/7003_10,1,Positive,5,0,0,0
201657,test/neg/1657_4,0,Negative,5,0,0,0
210536,test/neg/10536_2,0,Negative,2,0,3,0
220409,test/pos/7909_9,1,Positive,5,0,0,0
202118,test/neg/2118_4,0,Negative,2,1,2,0
201477,test/neg/1477_4,0,Negative,4,0,1,0
212846,test/pos/346_7,1,Positive,2,0,3,0
218158,test/pos/5658_9,1,Positive,5,0,0,0
203568,test/neg/3568_4,0,Negative,5,0,0,0
222878,test/pos/10378_8,1,Positive,3,1,1,0
213262,test/pos/762_7,1,Positive,4,0,1,0
203564,test/neg/3564_2,0,Negative,4,0,1,0
218778,test/pos/6278_9,1,Positive,3,0,2,0
211207,test/neg/11207_1,0,Negative,3,1,1,0
200612,test/neg/612_3,0,Negative,4,1,0,0
216705,test/pos/4205_7,1,Positive,5,0,0,0
219517,test/pos/7017_10,1,Positive,2,1,0,2
213403,test/pos/903_10,1,Positive,5,0,0,0
202805,test/neg/2805_4,0,Negative,4,0,1,0
211810,test/neg/11810_4,0,Negative,2,0,3,0
216249,test/pos/3749_8,1,Positive,5,0,0,0
222819,test/pos/10319_8,1,Positive,4,0,1,0
214895,test/pos/2395_9,1,Positive,5,0,0,0
222541,test/pos/10041_8,1,Positive,5,0,0,0
217329,test/pos/4829_7,1,Positive,5,0,0,0
224063,test/pos/11563_8,1,Positive,5,0,0,0
217089,test/pos/4589_10,1,Positive,5,0,0,0
201279,test/neg/1279_3,0,Negative,5,0,0,0
200763,test/neg/763_2,0,Negative,5,0,0,0
211853,test/neg/11853_1,0,Negative,2,1,2,0
217159,test/pos/4659_10,1,Positive,5,0,0,0
206031,test/neg/6031_3,0,Negative,5,0,0,0
202345,test/neg/2345_3,0,Negative,3,0,2,0
218262,test/pos/5762_9,1,Positive,5,0,0,0
208179,test/neg/8179_2,0,Negative,3,1,1,0
