id,id_cl,label,given_original_label,mturk_given,mturk_guessed,mturk_neutral,mturk_off_topic
216016,test/pos/3516_7,1,Positive,4,0,1,0
220230,test/pos/7730_8,1,Positive,5,0,0,0
207341,test/neg/7341_3,0,Negative,3,0,1,1
223953,test/pos/11453_7,1,Positive,5,0,0,0
202178,test/neg/2178_4,0,Negative,5,0,0,0
200565,test/neg/565_2,0,Negative,3,0,2,0
212850,test/pos/350_10,1,Positive,4,0,0,1
203417,test/neg/3417_4,0,Negative,5,0,0,0
209133,test/neg/9133_3,0,Negative,3,0,2,0
223040,test/pos/10540_10,1,Positive,5,0,0,0
203724,test/neg/3724_3,0,Negative,1,2,1,1
214844,test/pos/2344_10,1,Positive,4,0,1,0
212661,test/pos/161_7,1,Positive,4,0,1,0
216198,test/pos/3698_9,1,Positive,5,0,0,0
224359,test/pos/11859_8,1,Positive,5,0,0,0
219835,test/pos/7335_10,1,Positive,5,0,0,0
203835,test/neg/3835_2,0,Negative,4,1,0,0
209073,test/neg/9073_4,0,Negative,4,0,1,0
224198,test/pos/11698_10,1,Positive,5,0,0,0
218376,test/pos/5876_10,1,Positive,1,0,2,2
222279,test/pos/9779_10,1,Positive,4,0,0,1
219976,test/pos/7476_10,1,Positive,4,0,1,0
204502,test/neg/4502_1,0,Negative,0,1,4,0
215575,test/pos/3075_7,1,Positive,5,0,0,0
210339,test/neg/10339_4,0,Negative,5,0,0,0
208490,test/neg/8490_1,0,Negative,5,0,0,0
216579,test/pos/4079_8,1,Positive,5,0,0,0
213708,test/pos/1208_10,1,Positive,4,0,0,1
215841,test/pos/3341_8,1,Positive,3,0,0,2
215309,test/pos/2809_7,1,Positive,4,0,0,1
212788,test/pos/288_7,1,Positive,4,0,1,0
213173,test/pos/673_8,1,Positive,5,0,0,0
200544,test/neg/544_4,0,Negative,1,1,2,1
219857,test/pos/7357_10,1,Positive,5,0,0,0
208250,test/neg/8250_1,0,Negative,1,0,4,0
219356,test/pos/6856_7,1,Positive,5,0,0,0
200389,test/neg/389_1,0,Negative,4,0,1,0
210307,test/neg/10307_2,0,Negative,4,0,1,0
218633,test/pos/6133_8,1,Positive,5,0,0,0
213615,test/pos/1115_9,1,Positive,3,0,2,0
200147,test/neg/147_4,0,Negative,2,0,3,0
214280,test/pos/1780_10,1,Positive,1,0,2,2
213992,test/pos/1492_9,1,Positive,4,0,0,1
206300,test/neg/6300_3,0,Negative,5,0,0,0
214120,test/pos/1620_7,1,Positive,4,0,1,0
214498,test/pos/1998_8,1,Positive,5,0,0,0
219008,test/pos/6508_9,1,Positive,5,0,0,0
211181,test/neg/11181_4,0,Negative,5,0,0,0
221152,test/pos/8652_8,1,Positive,4,0,1,0
212049,test/neg/12049_4,0,Negative,2,0,3,0
207851,test/neg/7851_4,0,Negative,1,2,2,0
201294,test/neg/1294_4,0,Negative,3,1,1,0
213169,test/pos/669_10,1,Positive,3,0,1,1
213324,test/pos/824_8,1,Positive,5,0,0,0
222784,test/pos/10284_9,1,Positive,5,0,0,0
201323,test/neg/1323_3,0,Negative,3,0,1,1
214435,test/pos/1935_7,1,Positive,5,0,0,0
205453,test/neg/5453_3,0,Negative,4,0,0,1
222709,test/pos/10209_7,1,Positive,5,0,0,0
224491,test/pos/11991_10,1,Positive,5,0,0,0
214404,test/pos/1904_10,1,Positive,5,0,0,0
223081,test/pos/10581_10,1,Positive,2,1,2,0
209037,test/neg/9037_3,0,Negative,4,0,1,0
204638,test/neg/4638_4,0,Negative,2,1,2,0
215874,test/pos/3374_10,1,Positive,4,0,1,0
217233,test/pos/4733_9,1,Positive,5,0,0,0
202743,test/neg/2743_1,0,Negative,4,0,1,0
211027,test/neg/11027_4,0,Negative,1,0,4,0
201362,test/neg/1362_3,0,Negative,4,0,1,0
219349,test/pos/6849_8,1,Positive,4,1,0,0
200048,test/neg/48_4,0,Negative,1,0,3,1
224343,test/pos/11843_9,1,Positive,4,0,0,1
220750,test/pos/8250_8,1,Positive,5,0,0,0
215275,test/pos/2775_10,1,Positive,4,0,1,0
206190,test/neg/6190_1,0,Negative,5,0,0,0
212991,test/pos/491_9,1,Positive,5,0,0,0
208022,test/neg/8022_3,0,Negative,3,0,2,0
200052,test/neg/52_4,0,Negative,4,0,0,1
224808,test/pos/12308_10,1,Positive,3,0,1,1
203489,test/neg/3489_4,0,Negative,1,1,3,0
204411,test/neg/4411_1,0,Negative,5,0,0,0
205811,test/neg/5811_4,0,Negative,5,0,0,0
214405,test/pos/1905_8,1,Positive,4,0,1,0
209188,test/neg/9188_3,0,Negative,0,1,4,0
216840,test/pos/4340_9,1,Positive,5,0,0,0
204342,test/neg/4342_2,0,Negative,3,0,2,0
204066,test/neg/4066_1,0,Negative,4,0,1,0
208845,test/neg/8845_4,0,Negative,5,0,0,0
209230,test/neg/9230_3,0,Negative,0,0,4,1
205820,test/neg/5820_1,0,Negative,5,0,0,0
218889,test/pos/6389_8,1,Positive,5,0,0,0
217328,test/pos/4828_8,1,Positive,4,0,1,0
220398,test/pos/7898_10,1,Positive,5,0,0,0
218996,test/pos/6496_8,1,Positive,2,0,0,3
205368,test/neg/5368_4,0,Negative,4,0,0,1
215308,test/pos/2808_10,1,Positive,4,0,1,0
210099,test/neg/10099_4,0,Negative,4,0,1,0
220550,test/pos/8050_7,1,Positive,5,0,0,0
218211,test/pos/5711_10,1,Positive,5,0,0,0
223444,test/pos/10944_7,1,Positive,2,0,3,0
205104,test/neg/5104_3,0,Negative,5,0,0,0
214467,test/pos/1967_10,1,Positive,5,0,0,0
202226,test/neg/2226_4,0,Negative,4,0,0,1
224472,test/pos/11972_7,1,Positive,3,0,2,0
223944,test/pos/11444_8,1,Positive,5,0,0,0
224632,test/pos/12132_8,1,Positive,5,0,0,0
223324,test/pos/10824_7,1,Positive,2,0,3,0
215831,test/pos/3331_10,1,Positive,5,0,0,0
211088,test/neg/11088_4,0,Negative,4,0,1,0
211945,test/neg/11945_4,0,Negative,4,1,0,0
203010,test/neg/3010_3,0,Negative,5,0,0,0
220558,test/pos/8058_10,1,Positive,4,0,1,0
221336,test/pos/8836_8,1,Positive,5,0,0,0
216441,test/pos/3941_8,1,Positive,5,0,0,0
220223,test/pos/7723_8,1,Positive,5,0,0,0
211394,test/neg/11394_4,0,Negative,5,0,0,0
208012,test/neg/8012_4,0,Negative,3,0,2,0
215447,test/pos/2947_10,1,Positive,5,0,0,0
221044,test/pos/8544_10,1,Positive,5,0,0,0
202177,test/neg/2177_2,0,Negative,3,0,2,0
206254,test/neg/6254_4,0,Negative,4,0,1,0
205480,test/neg/5480_1,0,Negative,3,0,0,2
223376,test/pos/10876_7,1,Positive,2,0,1,2
217705,test/pos/5205_10,1,Positive,4,1,0,0
224346,test/pos/11846_9,1,Positive,5,0,0,0
221790,test/pos/9290_10,1,Positive,5,0,0,0
204636,test/neg/4636_3,0,Negative,5,0,0,0
224368,test/pos/11868_8,1,Positive,3,0,2,0
209117,test/neg/9117_4,0,Negative,4,0,1,0
221863,test/pos/9363_8,1,Positive,4,0,1,0
212953,test/pos/453_9,1,Positive,4,1,0,0
218263,test/pos/5763_10,1,Positive,5,0,0,0
202913,test/neg/2913_3,0,Negative,2,1,1,1
210710,test/neg/10710_1,0,Negative,0,0,2,3
204497,test/neg/4497_4,0,Negative,4,0,1,0
208631,test/neg/8631_1,0,Negative,5,0,0,0
218243,test/pos/5743_10,1,Positive,5,0,0,0
200247,test/neg/247_2,0,Negative,5,0,0,0
211351,test/neg/11351_4,0,Negative,5,0,0,0
211014,test/neg/11014_4,0,Negative,4,0,1,0
218127,test/pos/5627_10,1,Positive,5,0,0,0
220841,test/pos/8341_10,1,Positive,5,0,0,0
216373,test/pos/3873_7,1,Positive,5,0,0,0
212389,test/neg/12389_1,0,Negative,2,3,0,0
222163,test/pos/9663_9,1,Positive,5,0,0,0
220587,test/pos/8087_10,1,Positive,5,0,0,0
206867,test/neg/6867_1,0,Negative,3,0,0,2
216227,test/pos/3727_10,1,Positive,5,0,0,0
223251,test/pos/10751_10,1,Positive,5,0,0,0
218943,test/pos/6443_10,1,Positive,4,0,1,0
208828,test/neg/8828_4,0,Negative,3,0,2,0
220150,test/pos/7650_8,1,Positive,4,0,1,0
221895,test/pos/9395_8,1,Positive,5,0,0,0
208192,test/neg/8192_4,0,Negative,2,1,2,0
221690,test/pos/9190_8,1,Positive,5,0,0,0
201554,test/neg/1554_1,0,Negative,2,1,2,0
214483,test/pos/1983_9,1,Positive,3,1,1,0
200072,test/neg/72_4,0,Negative,3,1,1,0
216084,test/pos/3584_10,1,Positive,4,0,1,0
219325,test/pos/6825_9,1,Positive,5,0,0,0
221261,test/pos/8761_9,1,Positive,5,0,0,0
218145,test/pos/5645_10,1,Positive,5,0,0,0
212412,test/neg/12412_3,0,Negative,4,0,1,0
213513,test/pos/1013_7,1,Positive,5,0,0,0
212976,test/pos/476_9,1,Positive,5,0,0,0
206832,test/neg/6832_4,0,Negative,5,0,0,0
209151,test/neg/9151_2,0,Negative,1,2,2,0
206851,test/neg/6851_1,0,Negative,3,0,1,1
223800,test/pos/11300_8,1,Positive,5,0,0,0
214409,test/pos/1909_9,1,Positive,5,0,0,0
224279,test/pos/11779_10,1,Positive,5,0,0,0
218254,test/pos/5754_10,1,Positive,5,0,0,0
203283,test/neg/3283_2,0,Negative,5,0,0,0
218892,test/pos/6392_10,1,Positive,5,0,0,0
220606,test/pos/8106_10,1,Positive,4,0,0,1
224273,test/pos/11773_10,1,Positive,4,1,0,0
224486,test/pos/11986_7,1,Positive,4,0,1,0
217633,test/pos/5133_10,1,Positive,5,0,0,0
217888,test/pos/5388_8,1,Positive,3,0,1,1
224614,test/pos/12114_9,1,Positive,4,0,1,0
220443,test/pos/7943_9,1,Positive,5,0,0,0
215603,test/pos/3103_7,1,Positive,4,0,1,0
208862,test/neg/8862_1,0,Negative,5,0,0,0
213077,test/pos/577_8,1,Positive,5,0,0,0
215878,test/pos/3378_10,1,Positive,2,0,2,1
223715,test/pos/11215_8,1,Positive,5,0,0,0
211604,test/neg/11604_3,0,Negative,5,0,0,0
212563,test/pos/63_10,1,Positive,5,0,0,0
219702,test/pos/7202_10,1,Positive,5,0,0,0
213141,test/pos/641_8,1,Positive,4,1,0,0
223467,test/pos/10967_10,1,Positive,4,0,1,0
218366,test/pos/5866_8,1,Positive,4,0,1,0
221518,test/pos/9018_7,1,Positive,5,0,0,0
207834,test/neg/7834_3,0,Negative,5,0,0,0
202689,test/neg/2689_3,0,Negative,5,0,0,0
224775,test/pos/12275_7,1,Positive,5,0,0,0
216620,test/pos/4120_8,1,Positive,5,0,0,0
200682,test/neg/682_4,0,Negative,2,0,2,1
211983,test/neg/11983_1,0,Negative,5,0,0,0
223585,test/pos/11085_7,1,Positive,5,0,0,0
210283,test/neg/10283_1,0,Negative,3,0,0,2
209358,test/neg/9358_1,0,Negative,2,0,3,0
216604,test/pos/4104_10,1,Positive,5,0,0,0
221636,test/pos/9136_10,1,Positive,4,0,1,0
203931,test/neg/3931_1,0,Negative,4,0,1,0
211931,test/neg/11931_3,0,Negative,3,0,2,0
216835,test/pos/4335_9,1,Positive,5,0,0,0
200005,test/neg/5_4,0,Negative,5,0,0,0
219276,test/pos/6776_9,1,Positive,5,0,0,0
212254,test/neg/12254_3,0,Negative,3,1,1,0
220648,test/pos/8148_10,1,Positive,4,0,0,1
212070,test/neg/12070_4,0,Negative,5,0,0,0
224250,test/pos/11750_10,1,Positive,5,0,0,0
221992,test/pos/9492_10,1,Positive,5,0,0,0
206279,test/neg/6279_4,0,Negative,4,0,1,0
208831,test/neg/8831_1,0,Negative,4,0,0,1
211506,test/neg/11506_2,0,Negative,4,0,1,0
213743,test/pos/1243_7,1,Positive,5,0,0,0
201818,test/neg/1818_1,0,Negative,2,1,1,1
219613,test/pos/7113_7,1,Positive,3,0,2,0
206314,test/neg/6314_3,0,Negative,5,0,0,0
214199,test/pos/1699_8,1,Positive,4,0,1,0
224025,test/pos/11525_7,1,Positive,3,0,2,0
211890,test/neg/11890_1,0,Negative,5,0,0,0
210305,test/neg/10305_1,0,Negative,3,0,0,2
212077,test/neg/12077_2,0,Negative,5,0,0,0
223744,test/pos/11244_8,1,Positive,3,1,1,0
223968,test/pos/11468_8,1,Positive,5,0,0,0
223620,test/pos/11120_7,1,Positive,3,0,2,0
216565,test/pos/4065_9,1,Positive,5,0,0,0
217738,test/pos/5238_7,1,Positive,5,0,0,0
210850,test/neg/10850_2,0,Negative,4,1,0,0
209511,test/neg/9511_1,0,Negative,5,0,0,0
221312,test/pos/8812_10,1,Positive,5,0,0,0
209570,test/neg/9570_2,0,Negative,5,0,0,0
200090,test/neg/90_2,0,Negative,3,1,1,0
211191,test/neg/11191_4,0,Negative,1,1,3,0
211243,test/neg/11243_2,0,Negative,5,0,0,0
221512,test/pos/9012_10,1,Positive,5,0,0,0
217470,test/pos/4970_9,1,Positive,5,0,0,0
200105,test/neg/105_3,0,Negative,3,1,1,0
210396,test/neg/10396_4,0,Negative,4,0,1,0
207077,test/neg/7077_4,0,Negative,4,0,1,0
200755,test/neg/755_1,0,Negative,5,0,0,0
216882,test/pos/4382_7,1,Positive,5,0,0,0
224739,test/pos/12239_7,1,Positive,5,0,0,0
222822,test/pos/10322_9,1,Positive,5,0,0,0
201859,test/neg/1859_2,0,Negative,5,0,0,0
218979,test/pos/6479_10,1,Positive,5,0,0,0
207665,test/neg/7665_2,0,Negative,5,0,0,0
214070,test/pos/1570_8,1,Positive,4,0,1,0
213354,test/pos/854_7,1,Positive,5,0,0,0
211386,test/neg/11386_3,0,Negative,5,0,0,0
212145,test/neg/12145_4,0,Negative,4,0,1,0
212361,test/neg/12361_1,0,Negative,4,0,1,0
212721,test/pos/221_9,1,Positive,5,0,0,0
221734,test/pos/9234_9,1,Positive,5,0,0,0
202626,test/neg/2626_4,0,Negative,4,0,1,0
217348,test/pos/4848_10,1,Positive,5,0,0,0
217832,test/pos/5332_8,1,Positive,5,0,0,0
205849,test/neg/5849_4,0,Negative,4,0,1,0
200658,test/neg/658_3,0,Negative,5,0,0,0
203479,test/neg/3479_3,0,Negative,3,0,2,0
222924,test/pos/10424_7,1,Positive,5,0,0,0
200839,test/neg/839_4,0,Negative,5,0,0,0
208509,test/neg/8509_2,0,Negative,4,0,1,0
209865,test/neg/9865_2,0,Negative,5,0,0,0
204787,test/neg/4787_3,0,Negative,2,0,3,0
217980,test/pos/5480_7,1,Positive,4,0,1,0
215360,test/pos/2860_8,1,Positive,5,0,0,0
203280,test/neg/3280_2,0,Negative,5,0,0,0
218007,test/pos/5507_7,1,Positive,4,1,0,0
224199,test/pos/11699_8,1,Positive,5,0,0,0
213827,test/pos/1327_9,1,Positive,5,0,0,0
219018,test/pos/6518_10,1,Positive,5,0,0,0
201696,test/neg/1696_3,0,Negative,4,0,1,0
200230,test/neg/230_1,0,Negative,3,0,2,0
201329,test/neg/1329_4,0,Negative,3,0,1,1
218002,test/pos/5502_10,1,Positive,5,0,0,0
218426,test/pos/5926_9,1,Positive,5,0,0,0
203657,test/neg/3657_3,0,Negative,4,0,1,0
219441,test/pos/6941_8,1,Positive,5,0,0,0
202331,test/neg/2331_2,0,Negative,5,0,0,0
203739,test/neg/3739_2,0,Negative,1,0,4,0
217295,test/pos/4795_8,1,Positive,5,0,0,0
206479,test/neg/6479_3,0,Negative,5,0,0,0
200448,test/neg/448_2,0,Negative,4,0,0,1
203847,test/neg/3847_1,0,Negative,5,0,0,0
208741,test/neg/8741_2,0,Negative,4,0,1,0
208116,test/neg/8116_4,0,Negative,3,0,2,0
204356,test/neg/4356_3,0,Negative,5,0,0,0
205209,test/neg/5209_4,0,Negative,4,0,1,0
211659,test/neg/11659_2,0,Negative,5,0,0,0
203698,test/neg/3698_4,0,Negative,3,1,1,0
210908,test/neg/10908_2,0,Negative,5,0,0,0
204352,test/neg/4352_1,0,Negative,4,0,1,0
204444,test/neg/4444_2,0,Negative,5,0,0,0
204851,test/neg/4851_4,0,Negative,5,0,0,0
208776,test/neg/8776_4,0,Negative,5,0,0,0
206682,test/neg/6682_3,0,Negative,2,0,1,2
211179,test/neg/11179_4,0,Negative,5,0,0,0
205660,test/neg/5660_1,0,Negative,5,0,0,0
206698,test/neg/6698_3,0,Negative,5,0,0,0
202811,test/neg/2811_3,0,Negative,5,0,0,0
200234,test/neg/234_3,0,Negative,5,0,0,0
208279,test/neg/8279_2,0,Negative,5,0,0,0
209064,test/neg/9064_3,0,Negative,5,0,0,0
201408,test/neg/1408_3,0,Negative,1,3,1,0
200453,test/neg/453_4,0,Negative,4,0,0,1
200985,test/neg/985_4,0,Negative,4,0,1,0
201840,test/neg/1840_3,0,Negative,3,1,1,0
204227,test/neg/4227_1,0,Negative,5,0,0,0
207889,test/neg/7889_3,0,Negative,5,0,0,0
208785,test/neg/8785_4,0,Negative,4,0,1,0
210476,test/neg/10476_2,0,Negative,1,2,1,1
206269,test/neg/6269_4,0,Negative,4,1,0,0
210125,test/neg/10125_4,0,Negative,4,0,1,0
203734,test/neg/3734_2,0,Negative,5,0,0,0
204285,test/neg/4285_4,0,Negative,5,0,0,0
211504,test/neg/11504_1,0,Negative,5,0,0,0
210997,test/neg/10997_1,0,Negative,4,0,1,0
201239,test/neg/1239_4,0,Negative,4,0,0,1
206610,test/neg/6610_4,0,Negative,4,0,1,0
200693,test/neg/693_4,0,Negative,4,0,0,1
205457,test/neg/5457_3,0,Negative,4,0,0,1
208754,test/neg/8754_3,0,Negative,5,0,0,0
210315,test/neg/10315_1,0,Negative,5,0,0,0
206343,test/neg/6343_3,0,Negative,4,0,1,0
201417,test/neg/1417_4,0,Negative,5,0,0,0
211144,test/neg/11144_4,0,Negative,5,0,0,0
207174,test/neg/7174_2,0,Negative,5,0,0,0
203099,test/neg/3099_2,0,Negative,5,0,0,0
204438,test/neg/4438_3,0,Negative,4,0,1,0
209057,test/neg/9057_4,0,Negative,3,0,2,0
207272,test/neg/7272_1,0,Negative,5,0,0,0
205109,test/neg/5109_4,0,Negative,5,0,0,0
202452,test/neg/2452_1,0,Negative,5,0,0,0
203543,test/neg/3543_3,0,Negative,5,0,0,0
212196,test/neg/12196_4,0,Negative,1,1,3,0
203301,test/neg/3301_2,0,Negative,5,0,0,0
200481,test/neg/481_2,0,Negative,4,0,1,0
200713,test/neg/713_1,0,Negative,4,0,1,0
208530,test/neg/8530_3,0,Negative,2,1,2,0
206193,test/neg/6193_1,0,Negative,4,0,0,1
210404,test/neg/10404_4,0,Negative,4,0,1,0
208006,test/neg/8006_2,0,Negative,4,1,0,0
200029,test/neg/29_3,0,Negative,4,0,1,0
204471,test/neg/4471_4,0,Negative,5,0,0,0
210273,test/neg/10273_1,0,Negative,5,0,0,0
202516,test/neg/2516_1,0,Negative,5,0,0,0
211220,test/neg/11220_1,0,Negative,5,0,0,0
212071,test/neg/12071_3,0,Negative,5,0,0,0
211435,test/neg/11435_3,0,Negative,5,0,0,0
210323,test/neg/10323_2,0,Negative,3,0,2,0
205617,test/neg/5617_2,0,Negative,1,2,2,0
204567,test/neg/4567_2,0,Negative,3,0,2,0
202047,test/neg/2047_3,0,Negative,5,0,0,0
206107,test/neg/6107_1,0,Negative,5,0,0,0
209125,test/neg/9125_4,0,Negative,4,0,1,0
203462,test/neg/3462_2,0,Negative,5,0,0,0
207192,test/neg/7192_3,0,Negative,5,0,0,0
200017,test/neg/17_3,0,Negative,5,0,0,0
206817,test/neg/6817_2,0,Negative,5,0,0,0
212344,test/neg/12344_4,0,Negative,5,0,0,0
203256,test/neg/3256_2,0,Negative,3,0,2,0
207988,test/neg/7988_1,0,Negative,5,0,0,0
208364,test/neg/8364_4,0,Negative,5,0,0,0
200542,test/neg/542_4,0,Negative,4,0,1,0
203358,test/neg/3358_4,0,Negative,4,1,0,0
207322,test/neg/7322_3,0,Negative,5,0,0,0
206842,test/neg/6842_1,0,Negative,5,0,0,0
206575,test/neg/6575_1,0,Negative,5,0,0,0
205815,test/neg/5815_1,0,Negative,5,0,0,0
205517,test/neg/5517_2,0,Negative,4,0,1,0
200572,test/neg/572_3,0,Negative,4,0,1,0
211447,test/neg/11447_1,0,Negative,5,0,0,0
200904,test/neg/904_3,0,Negative,5,0,0,0
209142,test/neg/9142_4,0,Negative,5,0,0,0
209995,test/neg/9995_2,0,Negative,5,0,0,0
209489,test/neg/9489_2,0,Negative,5,0,0,0
202960,test/neg/2960_4,0,Negative,5,0,0,0
202402,test/neg/2402_1,0,Negative,5,0,0,0
202008,test/neg/2008_1,0,Negative,4,0,0,1
204730,test/neg/4730_1,0,Negative,5,0,0,0
200991,test/neg/991_4,0,Negative,4,0,1,0
204452,test/neg/4452_1,0,Negative,3,1,0,1
206014,test/neg/6014_4,0,Negative,5,0,0,0
209307,test/neg/9307_3,0,Negative,5,0,0,0
202959,test/neg/2959_3,0,Negative,5,0,0,0
208170,test/neg/8170_1,0,Negative,5,0,0,0
201572,test/neg/1572_3,0,Negative,5,0,0,0
201881,test/neg/1881_1,0,Negative,5,0,0,0
202476,test/neg/2476_3,0,Negative,5,0,0,0
212093,test/neg/12093_2,0,Negative,4,0,1,0
200035,test/neg/35_1,0,Negative,5,0,0,0
207721,test/neg/7721_4,0,Negative,5,0,0,0
200585,test/neg/585_1,0,Negative,5,0,0,0
202847,test/neg/2847_3,0,Negative,5,0,0,0
203553,test/neg/3553_2,0,Negative,5,0,0,0
207922,test/neg/7922_3,0,Negative,4,0,1,0
205293,test/neg/5293_4,0,Negative,5,0,0,0
203140,test/neg/3140_1,0,Negative,4,0,1,0
202870,test/neg/2870_1,0,Negative,4,1,0,0
203499,test/neg/3499_3,0,Negative,5,0,0,0
206056,test/neg/6056_1,0,Negative,5,0,0,0
207474,test/neg/7474_4,0,Negative,2,2,1,0
201524,test/neg/1524_3,0,Negative,5,0,0,0
205194,test/neg/5194_1,0,Negative,4,0,0,1
204631,test/neg/4631_1,0,Negative,5,0,0,0
204294,test/neg/4294_2,0,Negative,3,0,1,1
212189,test/neg/12189_1,0,Negative,5,0,0,0
205350,test/neg/5350_1,0,Negative,5,0,0,0
206894,test/neg/6894_2,0,Negative,3,2,0,0
211185,test/neg/11185_1,0,Negative,4,0,1,0
200855,test/neg/855_4,0,Negative,5,0,0,0
200972,test/neg/972_1,0,Negative,5,0,0,0
204773,test/neg/4773_1,0,Negative,5,0,0,0
212141,test/neg/12141_2,0,Negative,4,0,1,0
204573,test/neg/4573_2,0,Negative,5,0,0,0
209623,test/neg/9623_2,0,Negative,5,0,0,0
210188,test/neg/10188_1,0,Negative,3,0,1,1
206635,test/neg/6635_1,0,Negative,5,0,0,0
208719,test/neg/8719_1,0,Negative,4,0,1,0
208557,test/neg/8557_3,0,Negative,5,0,0,0
210277,test/neg/10277_2,0,Negative,5,0,0,0
211034,test/neg/11034_3,0,Negative,5,0,0,0
210662,test/neg/10662_1,0,Negative,5,0,0,0
209717,test/neg/9717_3,0,Negative,4,0,1,0
203600,test/neg/3600_2,0,Negative,5,0,0,0
207570,test/neg/7570_2,0,Negative,5,0,0,0
211692,test/neg/11692_1,0,Negative,5,0,0,0
211870,test/neg/11870_3,0,Negative,5,0,0,0
209607,test/neg/9607_1,0,Negative,4,0,0,1
207141,test/neg/7141_1,0,Negative,4,0,1,0
211898,test/neg/11898_1,0,Negative,5,0,0,0
203155,test/neg/3155_1,0,Negative,4,0,0,1
201874,test/neg/1874_1,0,Negative,4,1,0,0
209545,test/neg/9545_4,0,Negative,4,0,1,0